x [nm]	y [nm]
-237.03	280.91
-247.73	286.82
-249.30	291.56
-246.83	291.75
-229.23	284.07
-233.70	289.91
-234.63	292.25
-239.03	279.77
-249.97	288.30
-237.93	279.50
-248.97	287.76
-246.20	287.63
-244.67	297.10
-234.13	276.90
-248.57	281.56
-242.66	283.74
-238.90	282.23
-246.97	285.29
-246.20	278.32
-249.93	285.82
-243.57	294.22
-254.73	285.59
-242.27	290.08
-251.60	284.74
-241.77	283.91
-239.30	288.72
-236.07	282.41
-242.10	292.55
-253.80	298.24
-246.10	286.15
-249.33	291.50
-252.27	293.43
-244.77	284.48
-249.70	287.20
-254.13	285.22
-247.57	289.89
-246.93	291.10
-251.37	291.76
-243.03	295.10
-234.93	288.47
-249.73	291.14
-239.23	285.96
-249.10	284.52
-247.73	293.51
-249.90	305.95
-238.17	281.23
-245.20	282.16
-247.53	288.97
-245.90	290.98
-246.70	289.61
-239.00	297.25
-240.30	282.73
-246.63	286.29
-246.77	291.08
-243.87	290.24
-238.80	288.97
-241.33	285.09
-240.87	289.42
-246.37	295.68
-245.30	287.45
-244.17	287.83
-249.73	290.13
-250.30	297.38
-244.80	289.19
-245.46	298.51
-238.93	294.99
-256.57	301.44
-252.27	304.45
-251.77	299.64
-251.07	301.52
-249.86	304.00
-253.17	305.05
-246.03	295.08
-246.60	300.43
-246.90	288.59
-238.60	293.64
-247.90	295.31
-242.43	286.61
-244.53	299.58
-241.16	291.47
-231.40	306.04
-242.46	299.28
-248.67	307.22
-246.93	297.36
-244.13	309.77
-244.97	303.38
-249.23	299.00
-238.46	314.12
-242.17	323.21
-241.10	301.21
-250.70	297.34
-241.50	303.64
-236.57	301.93
-248.70	301.83
-241.70	309.23
-242.10	306.36
-239.27	307.74
-238.40	303.91
-241.70	309.94
-238.70	306.32
-236.20	290.22
-242.50	306.37
-235.60	300.44
-240.27	308.23
-238.43	310.79
-231.50	297.93
-236.67	294.43
-234.57	300.32
-238.80	307.40
-243.93	309.34
-238.77	306.32
-243.96	295.59
-239.90	301.75
-231.90	296.29
-241.93	308.52
-233.30	314.57
-236.87	299.46
-230.73	297.94
-238.50	310.42
-237.77	291.28
-236.10	312.86
-244.93	303.91
-245.17	306.79
-233.23	302.16
-235.07	307.22
-241.40	307.39
-228.33	294.10
-228.10	306.99
-239.43	307.41
-230.33	310.10
-233.16	295.95
-241.60	312.92
-247.47	302.13
-231.43	294.38
-240.50	311.40
-242.67	305.09
-228.47	301.87
-240.77	305.61
-236.90	300.34
-224.80	288.67
-236.80	298.72
-232.83	297.05
-240.67	304.13
-229.23	311.71
-233.27	303.25
-235.80	312.69
-229.20	312.01
-237.33	300.00
-228.03	298.29
-226.40	301.41
-237.30	304.08
-231.83	300.83
-234.57	302.50
-225.50	298.33
-234.27	301.41
-226.36	299.60
-228.60	296.06
-236.77	315.45
-230.93	311.80
-230.33	307.56
-224.20	306.87
-230.47	308.73
-230.80	306.06
-240.40	315.94
-226.70	306.62
-238.73	304.40
-234.80	305.42
-225.40	303.53
-230.33	304.73
-240.23	300.63
-232.00	301.51
-230.23	301.84
-239.87	301.52
-227.53	301.93
-222.80	297.19
-232.30	306.26
-230.33	304.85
-225.03	300.10
-230.47	311.65
-235.53	290.59
-232.03	300.89
-224.63	299.25
-224.30	305.61
-224.17	294.69
-229.43	300.71
-232.80	304.95
-227.10	304.97
-238.93	309.69
-237.93	315.84
-223.93	301.09
-239.80	309.17
-237.93	294.17
-233.66	310.48
-232.67	304.62
-228.23	296.86
-236.37	300.07
-225.10	302.72
-226.90	305.70
-227.20	302.85
-223.03	303.59
-228.47	304.86
-223.13	294.94
-223.47	298.93
-224.53	299.44
-229.67	302.74
-223.53	300.27
-222.37	308.99
-227.70	302.79
-221.93	291.91
-228.93	303.04
-223.03	300.28
-222.00	307.43
-227.00	301.05
-223.36	305.50
-223.46	313.30
-228.90	299.70
-231.40	305.05
-228.27	297.97
-226.43	293.96
-231.00	317.23
-225.57	307.04
-227.70	305.07
-219.30	315.70
-228.37	313.45
-212.07	308.69
-221.20	308.05
-221.43	317.49
-231.17	310.27
-228.60	306.72
-224.60	305.96
-229.27	303.40
-227.37	309.89
-230.03	303.53
-221.90	312.92
-226.63	314.73
-220.10	308.43
-226.80	304.32
-231.80	305.19
-221.70	319.19
-214.27	304.60
-232.33	319.85
-219.63	312.07
-228.63	330.01
-226.23	310.33
-223.93	315.26
-229.37	315.93
-225.07	305.91
-222.57	315.90
-228.83	309.16
-220.47	321.25
-228.67	314.39
-216.37	308.23
-225.90	318.31
-215.60	311.62
-219.17	312.91
-223.00	313.18
-226.20	311.01
-225.90	302.96
-223.70	302.90
-223.77	318.91
-224.07	307.64
-225.93	310.27
-229.73	311.97
-226.33	310.91
-230.87	305.44
-227.37	312.76
-235.43	317.16
-230.87	323.18
-225.46	305.32
-229.46	316.82
-228.73	318.20
-226.63	306.36
-222.73	311.83
-226.33	306.89
-233.67	318.43
-224.90	300.26
-231.40	320.69
-239.50	318.69
-237.13	314.29
-229.07	308.56
-228.20	312.28
-231.13	309.14
-225.77	313.69
-231.23	310.72
-231.10	302.96
-232.50	308.45
-228.40	307.83
-232.97	322.72
-231.87	316.77
-230.53	307.40
-233.47	317.49
-232.03	323.16
-227.96	314.20
-232.90	306.19
-232.20	304.46
-238.07	309.43
-225.83	306.08
-225.33	309.30
-228.70	312.43
-231.03	307.77
-222.30	316.09
-220.97	308.26
-229.46	310.49
-237.93	325.49
-233.53	303.33
-238.37	299.49
-236.27	320.44
-223.67	310.29
-230.60	315.59
-231.13	303.22
-237.23	315.06
-230.03	309.38
-229.77	304.43
-236.43	308.69
-231.73	305.33
-237.67	311.82
-230.43	305.87
-223.77	319.01
-235.97	315.54
-237.83	319.27
-228.40	316.97
-229.53	312.62
-230.53	307.53
-242.57	313.26
-243.30	309.59
-234.83	308.61
-242.90	319.34
-243.67	310.92
-247.86	308.21
-243.03	315.77
-249.70	317.68
-244.46	321.87
-245.67	319.98
-241.27	319.80
-236.93	311.73
-236.20	321.96
-241.27	313.73
-238.83	317.52
-240.23	305.64
-242.77	317.05
-237.40	321.97
-240.97	313.97
-234.90	303.37
-235.03	314.53
-237.27	305.75
-242.77	305.52
-248.20	309.03
-239.66	316.59
-248.30	319.75
-239.73	314.85
-240.47	309.95
-239.77	318.10
-235.63	308.23
-226.83	313.33
-237.83	309.95
-236.87	317.05
-235.57	322.29
-244.50	328.57
-242.73	323.09
-251.53	317.61
-238.77	307.74
-236.13	302.67
-239.17	317.31
-239.86	316.31
-239.17	318.76
-236.67	317.82
-248.97	317.12
-238.97	318.78
-246.60	313.74
-240.90	315.33
-245.70	323.45
-246.80	313.13
-243.13	304.65
-241.60	321.17
-236.70	313.73
-245.70	319.73
-237.37	309.94
-239.17	313.37
-238.20	328.11
-250.53	317.49
-242.27	317.05
-248.17	324.72
-233.17	312.96
-238.33	313.32
-242.67	309.63
-237.17	320.29
-234.67	323.45
-256.03	320.24
-244.37	318.45
-249.17	315.68
-236.17	317.81
-239.67	329.91
-244.13	317.99
-232.07	312.69
-251.77	328.78
-240.30	326.06
-251.80	317.29
-240.23	319.35
-250.90	315.26
-245.67	319.48
-227.47	306.84
-245.57	323.68
-245.07	322.82
-250.27	322.38
-242.20	318.85
-245.23	324.63
-242.70	321.71
-243.13	319.44
-244.57	314.54
-241.03	313.81
-242.30	311.43
-249.63	311.07
-241.67	311.99
-250.37	316.40
-234.53	317.23
-243.23	327.21
-238.10	318.39
-242.50	321.06
-245.90	309.57
-244.43	326.86
-250.33	322.71
-233.33	314.54
-248.13	323.85
-228.33	317.67
-243.67	320.02
-234.40	326.81
-242.07	325.00
-235.23	313.63
-232.83	324.76
-242.50	320.79
-240.93	319.96
-235.30	327.11
-242.93	328.73
-247.30	322.48
-241.33	323.52
-229.63	311.88
-240.73	324.91
-240.30	324.34
-242.90	323.03
-241.50	308.42
-244.00	315.83
-238.23	313.70
-243.07	316.33
-247.27	320.40
-248.63	321.84
-233.97	317.58
-233.66	323.38
-240.30	335.22
-242.93	322.64
-247.93	319.87
-236.33	329.17
-242.90	322.70
-245.07	323.18
-238.63	330.92
-239.23	316.54
-249.63	317.38
-245.86	326.86
-240.30	309.54
-244.30	322.72
-251.43	325.86
-238.50	326.39
-245.83	318.28
-252.36	338.09
-244.13	322.14
-248.53	328.23
-250.46	315.44
-254.17	316.42
-241.67	318.75
-250.26	323.32
-257.30	324.68
-239.23	328.84
-253.87	330.70
-246.73	333.41
-244.53	309.47
-251.73	329.29
-256.17	319.71
-233.60	318.86
-242.10	317.72
-245.36	317.38
-243.40	309.97
-240.13	321.68
-248.40	320.03
-243.67	322.14
-234.43	318.78
-250.57	320.41
-237.67	320.65
-236.07	321.56
-243.70	326.24
-237.73	313.49
-245.50	332.53
-239.27	318.31
-248.76	321.75
-240.67	315.42
-258.37	318.48
-246.53	327.42
-233.43	327.41
-251.23	326.38
-246.40	321.07
-248.87	316.10
-246.10	318.70
-257.70	327.01
-241.53	321.99
-248.67	330.50
-256.07	317.14
-242.96	317.17
-242.63	319.30
-244.97	325.46
-242.80	330.73
-233.43	316.51
-232.03	316.35
-243.77	319.76
-250.80	327.63
-251.40	315.82
-249.53	335.85
-249.63	323.78
-248.40	317.66
-244.17	319.21
-244.90	330.07
-250.80	328.70
-245.70	327.36
-246.27	326.94
-244.90	330.59
-249.23	335.46
-247.23	326.04
-240.83	322.41
-249.63	323.77
-237.50	323.56
-243.20	336.20
-248.17	326.40
-240.20	331.26
-236.70	331.82
-250.23	331.87
-244.40	326.11
-254.70	334.56
-237.57	330.11
-244.27	331.98
-240.23	328.80
-245.93	328.31
-243.43	332.55
-245.67	337.59
-242.60	338.07
-251.00	335.29
-240.23	336.46
-244.20	321.55
-243.63	329.02
-235.03	333.62
-236.43	329.37
-239.60	337.55
-239.03	324.53
-241.40	335.82
-241.20	332.43
-245.60	331.95
-238.13	340.13
-244.86	339.79
-240.50	338.34
-244.10	334.84
-234.43	327.49
-245.33	330.90
-248.60	329.60
-245.27	337.83
-238.83	334.96
-236.10	335.54
-253.07	335.56
-233.47	337.89
-243.20	344.20
-238.57	336.12
-244.96	342.22
-235.53	337.39
-244.93	333.30
-245.37	344.61
-240.40	326.71
-238.27	333.91
-247.73	342.24
-244.60	332.47
-243.37	344.93
-235.07	330.04
-246.37	332.03
-241.93	334.35
-242.97	333.44
-250.70	329.31
-241.60	337.48
-248.10	345.53
-244.60	341.91
-245.90	343.53
-247.27	334.34
-248.03	333.72
-240.60	335.67
-247.27	329.95
-244.73	330.92
-240.80	343.18
-243.93	330.99
-250.17	329.71
-242.53	342.38
-239.27	351.17
-246.30	332.77
-249.50	345.44
-231.03	337.49
-237.67	342.03
-255.73	342.15
-242.97	348.08
-245.10	347.06
-240.40	349.59
-246.43	339.75
-235.00	339.34
-242.93	347.91
-242.13	344.72
-242.90	336.58
-246.90	341.39
-237.67	343.69
-235.43	340.26
-239.17	335.49
-251.03	340.94
-246.27	350.53
-244.23	343.19
-237.77	328.50
-247.20	340.40
-244.10	341.96
-250.93	336.28
-248.07	334.52
-232.63	327.94
-244.23	330.83
-249.10	336.85
-242.20	335.59
-232.40	336.70
-243.50	348.48
-252.07	336.83
-241.03	338.83
-244.80	346.46
-248.07	338.13
-248.03	343.71
-248.07	336.69
-246.00	338.86
-250.80	330.55
-255.73	344.85
-243.63	334.14
-238.40	348.74
-245.96	336.46
-239.83	349.08
-234.13	343.44
-238.07	341.77
-249.00	348.14
-230.90	335.32
-237.87	329.27
-247.90	346.65
-238.60	344.65
-238.87	341.85
-237.70	332.84
-234.50	334.77
-244.46	347.45
-241.80	347.74
-247.17	334.82
-246.20	350.34
-245.40	340.26
-236.43	341.90
-235.97	332.55
-242.63	341.61
-242.73	343.34
-246.07	342.27
-239.27	337.96
-243.07	348.86
-236.80	342.65
-238.67	346.45
-250.70	346.89
-234.96	338.25
-238.86	352.74
-251.63	349.10
-244.13	334.49
-240.17	344.11
-234.50	345.89
-239.70	350.94
-233.23	342.79
-242.60	334.91
-237.33	338.15
-246.73	340.22
-258.86	341.29
-238.83	350.28
-247.37	335.42
-235.53	339.95
-236.10	337.76
-240.47	342.97
-237.13	339.95
-241.00	359.68
-255.80	339.14
-244.46	341.74
-236.40	350.05
-237.03	349.13
-243.07	343.34
-243.77	352.65
-248.30	344.58
-242.77	344.51
-243.40	340.13
-240.17	342.40
-247.77	339.44
-243.57	354.91
-236.67	333.00
-243.60	352.28
-251.23	336.90
-242.77	348.36
-244.96	350.98
-249.30	344.24
-247.90	330.93
-235.33	335.90
-242.37	350.90
-234.57	346.04
-249.47	340.66
-237.23	343.80
-235.93	335.82
-244.23	346.69
-241.50	338.71
-238.80	335.58
-239.77	332.04
-237.30	334.78
-242.83	332.78
-253.80	344.35
-241.23	342.99
-244.90	355.51
-239.17	340.11
-232.03	335.46
-240.07	330.49
-242.07	339.19
-253.63	338.57
-234.00	329.67
-244.67	331.43
-249.00	337.70
-255.33	327.71
-239.40	338.39
-256.23	337.86
-246.13	331.66
-238.63	337.31
-245.10	339.18
-241.47	333.34
-246.23	337.04
-239.30	341.92
-235.60	328.84
-237.07	338.95
-233.60	331.95
-237.36	332.21
-240.13	332.18
-237.37	340.03
-239.96	336.61
-229.50	336.01
-239.13	343.56
-242.50	331.42
-243.70	339.35
-238.70	335.69
-240.93	338.48
-245.46	336.94
-241.83	343.09
-239.40	336.42
-234.53	334.29
-241.97	335.94
-234.07	336.45
-240.87	342.95
-248.30	342.41
-239.53	344.27
-238.50	336.56
-247.26	350.20
-244.27	346.52
-243.20	341.11
-242.83	337.07
-239.47	346.92
-253.77	343.17
-243.93	337.08
-245.36	333.95
-247.80	340.56
-253.50	351.08
-244.53	348.85
-239.73	343.81
-238.83	350.45
-241.70	337.72
-249.87	351.05
-247.17	338.13
-248.43	338.77
-246.53	346.28
-256.43	355.10
-256.47	344.69
-240.97	356.26
-240.83	356.88
-248.27	344.08
-246.73	349.60
-246.30	348.01
-245.87	341.68
-246.77	351.52
-252.60	357.61
-257.93	356.95
-248.60	350.46
-252.26	348.25
-242.57	340.93
-239.80	340.03
-250.80	353.08
-260.07	342.61
-245.03	333.90
-249.90	349.50
-246.63	347.99
-255.17	349.88
-248.37	343.96
-248.30	350.59
-247.87	353.72
-249.40	355.96
-250.83	348.33
-256.46	354.09
-251.03	355.85
-260.37	356.36
-261.33	349.10
-244.33	351.04
-246.23	353.06
-254.46	357.66
-254.27	352.79
-252.73	359.17
-251.77	356.02
-246.53	347.42
-250.03	350.14
-238.83	348.86
-243.93	353.05
-247.20	358.30
-245.10	354.04
-251.67	367.20
-246.60	351.65
-239.60	351.63
-250.03	358.34
-245.53	361.00
-251.13	350.90
-249.70	348.83
-238.33	346.19
-251.50	351.11
-257.20	355.99
-246.33	344.42
-239.07	338.74
-258.57	347.54
-243.30	354.12
-249.07	349.37
-249.13	347.61
-254.90	365.99
-257.07	357.97
-242.80	350.91
-244.77	358.16
-257.43	361.96
-251.76	342.98
-257.47	354.26
-250.43	354.08
-253.86	353.39
-248.57	352.71
-250.33	354.23
-256.13	359.44
-261.80	353.76
-258.87	359.66
-256.53	353.01
-254.77	356.89
-257.20	362.93
-258.13	346.20
-259.83	358.53
-255.43	354.08
-260.50	354.17
-252.67	358.51
-254.86	354.68
-268.80	360.39
-253.63	355.15
-258.23	353.74
-263.40	364.59
-254.23	363.92
-266.63	360.70
-266.13	360.05
-261.23	352.48
-259.47	360.05
-256.30	366.03
-258.63	362.76
-267.37	352.59
-259.50	362.22
-265.67	356.78
-264.70	355.57
-269.10	352.06
-267.80	359.39
-265.60	359.24
-270.03	368.43
-254.20	349.58
-265.73	360.75
-260.57	366.33
-257.97	351.93
-262.73	362.45
-268.83	360.51
-264.33	368.50
-266.47	375.22
-274.77	358.29
-263.10	362.17
-260.30	369.77
-269.23	357.39
-262.13	360.88
-267.93	364.60
-258.23	356.36
-259.27	360.85
-265.73	354.68
-269.23	351.87
-262.97	373.49
-264.37	367.97
-263.87	364.42
-265.17	373.52
-263.30	358.85
-260.83	371.95
-265.47	364.99
-266.17	366.18
-262.87	361.25
-271.97	363.73
-263.23	372.45
-266.46	369.99
-266.70	375.81
-268.17	368.33
-263.53	363.39
-267.57	378.51
-270.63	364.49
-271.70	376.91
-272.07	372.17
-265.00	368.26
-259.86	368.14
-269.67	367.10
-264.20	372.35
-257.57	365.99
-259.90	379.23
-255.57	368.55
-266.83	366.35
-275.46	359.07
-271.23	378.20
-266.73	371.38
-271.96	381.69
-274.03	366.23
-263.33	370.91
-264.53	373.51
-269.73	361.92
-265.77	366.15
-261.90	365.60
-265.30	367.04
-268.43	369.90
-272.50	374.88
-269.50	373.48
-265.03	364.43
-266.93	373.77
-278.27	369.37
-265.87	384.95
-264.10	365.29
-265.23	376.71
-266.40	361.85
-267.07	362.64
-265.20	379.64
-264.03	383.95
-259.23	372.02
-262.90	360.26
-267.73	377.65
-262.13	374.42
-272.43	371.92
-265.63	376.10
-266.30	380.75
-265.07	379.63
-267.60	387.70
-262.03	381.01
-273.23	370.93
-259.50	381.24
-267.76	368.57
-261.47	376.10
-257.63	363.04
-270.07	380.10
-259.46	393.97
-257.77	373.00
-260.77	375.20
-263.83	377.05
-268.10	376.38
-260.43	367.42
-255.80	374.70
-266.50	375.60
-266.73	363.33
-257.33	370.91
-261.40	378.21
-264.30	376.35
-264.40	374.67
-263.67	374.23
-263.63	373.97
-255.00	374.30
-264.13	370.64
-254.30	374.86
-267.60	382.85
-272.27	381.24
-262.93	373.07
-255.43	378.65
-263.37	362.95
-266.10	382.74
-269.27	382.30
-265.07	376.75
-258.97	372.06
-260.07	385.51
-268.57	386.39
-261.43	384.76
-262.43	362.20
-261.97	375.07
-261.33	373.06
-258.87	381.14
-264.80	373.03
-256.83	375.77
-267.30	384.21
-266.17	379.67
-261.90	369.30
-274.20	383.13
-268.33	378.84
-255.43	369.82
-265.40	380.68
-266.37	379.22
-259.53	383.78
-269.40	376.22
-276.90	381.22
-257.70	372.11
-263.43	368.66
-268.63	379.38
-267.03	375.07
-257.87	370.45
-272.57	379.80
-255.67	376.46
-269.10	387.34
-253.70	365.91
-264.40	373.47
-271.40	385.07
-263.87	388.32
-264.46	370.49
-270.57	372.83
-266.67	382.59
-270.07	379.34
-263.63	369.89
-276.50	376.26
-266.47	386.07
-267.73	384.35
-264.36	379.31
-262.73	378.33
-259.26	371.81
-267.03	377.53
-259.03	381.53
-257.93	371.58
-267.97	380.08
-263.53	380.63
-264.30	374.82
-264.70	373.31
-263.00	376.40
-260.80	376.23
-257.83	373.36
-263.80	383.66
-266.37	383.71
-250.43	377.94
-259.23	383.42
-259.80	382.19
-266.40	387.67
-260.77	371.86
-256.30	377.24
-268.77	380.78
-255.50	376.88
-261.10	384.67
-258.77	370.79
-269.03	387.82
-260.60	380.66
-271.77	378.59
-265.86	382.40
-268.90	378.15
-279.80	384.78
-269.67	389.26
-262.20	372.77
-274.93	379.61
-265.67	372.31
-270.00	371.87
-265.67	365.88
-274.77	371.15
-263.53	383.27
-266.90	390.77
-269.27	376.22
-263.53	381.47
-270.70	388.12
-278.23	389.00
-255.80	372.22
-272.60	373.88
-273.36	377.06
-260.20	379.94
-260.27	386.82
-265.83	386.93
-274.07	379.15
-261.40	371.37
-275.47	381.89
-264.17	385.82
-260.53	380.46
-259.17	378.17
-261.00	385.26
-268.03	378.84
-264.13	386.89
-267.90	381.09
-267.50	382.49
-266.23	377.93
-271.40	369.69
-269.10	383.95
-269.97	368.79
-270.73	373.33
-266.10	372.89
-268.90	396.19
-274.80	386.09
-273.30	388.33
-269.36	382.36
-263.73	378.01
-275.07	380.29
-263.00	379.30
-274.40	380.01
-269.73	377.66
-270.67	377.08
-273.27	382.47
-271.03	385.25
-269.10	382.86
-276.07	387.76
-282.37	384.04
-275.67	377.25
-279.93	372.41
-270.47	385.23
-272.20	386.51
-267.17	392.76
-268.03	381.17
-277.40	384.35
-267.57	376.94
-270.30	385.67
-286.87	375.71
-279.40	386.83
-271.87	388.06
-274.23	383.43
-276.47	394.32
-278.20	376.45
-271.43	385.93
-278.87	384.25
-276.40	386.08
-284.73	388.90
-275.50	383.45
-279.20	384.81
-268.50	380.07
-270.83	377.43
-274.03	394.43
-276.40	384.08
-279.97	381.30
-275.33	387.28
-273.46	391.99
-270.67	387.12
-272.63	389.22
-265.86	382.34
-266.87	385.36
-286.93	395.87
-274.77	389.13
-266.27	395.85
-283.63	386.39
-278.20	385.71
-280.83	394.63
-262.37	396.25
-271.30	381.77
-271.23	395.33
-269.70	388.64
-278.57	396.26
-281.27	394.88
-277.80	387.99
-276.57	390.38
-277.17	395.22
-275.37	397.12
-274.20	390.92
-278.23	396.69
-282.43	387.64
-276.27	386.54
-275.53	392.17
-273.10	388.07
-277.13	402.57
-273.63	401.58
-270.73	394.61
-277.30	397.32
-279.13	394.41
-268.43	393.74
-276.50	397.27
-266.33	400.58
-276.40	390.94
-271.53	400.15
-270.87	405.19
-275.27	394.75
-279.43	404.71
-269.96	398.48
-272.10	387.59
-279.90	410.40
-280.20	403.43
-266.57	392.55
-274.10	405.85
-275.60	404.99
-274.60	391.88
-264.86	394.80
-271.40	394.82
-275.80	404.02
-278.30	383.03
-282.33	402.53
-268.27	398.48
-277.33	395.84
-275.67	406.36
-274.63	402.36
-266.40	405.61
-267.70	395.01
-283.23	413.36
-270.27	399.64
-274.10	405.07
-274.70	400.30
-276.73	406.57
-273.50	402.00
-266.60	396.35
-273.70	402.09
-260.23	400.95
-273.46	403.65
-274.23	403.86
-264.00	394.62
-266.10	396.93
-269.80	402.96
-263.30	406.88
-267.33	401.31
-267.40	407.32
-261.40	398.07
-261.23	404.29
-270.60	405.29
-264.53	399.91
-275.40	410.86
-286.40	410.46
-274.00	409.89
-270.00	401.23
-266.37	400.74
-276.53	408.04
-272.00	395.76
-270.43	402.39
-277.43	400.58
-277.17	415.58
-277.07	405.60
-269.63	394.96
-262.77	409.29
-267.73	397.68
-263.50	402.14
-277.17	411.34
-270.07	401.20
-273.53	404.31
-267.47	389.71
-270.73	388.47
-269.87	400.13
-264.80	398.56
-273.17	404.11
-271.20	413.22
-264.57	407.69
-281.80	408.50
-274.50	406.68
-278.36	409.40
-277.23	410.94
-271.33	407.45
-263.00	402.94
-271.93	402.60
-266.57	410.50
-275.10	410.07
-261.30	400.18
-273.00	414.43
-271.67	405.98
-273.70	411.44
-275.37	410.12
-271.87	404.74
-273.60	418.61
-270.70	398.61
-270.07	415.15
-271.70	405.96
-270.80	409.13
-271.10	405.84
-283.10	417.82
-272.97	405.71
-274.63	414.55
-279.13	417.06
-268.53	415.21
-275.33	419.85
-274.67	409.60
-267.80	416.98
-271.07	418.43
-273.70	419.23
-275.96	411.78
-281.23	421.34
-273.57	414.31
-272.20	412.89
-274.97	428.69
-274.60	414.11
-278.93	420.42
-284.00	420.50
-268.17	421.47
-271.30	420.07
-265.97	421.20
-270.13	424.10
-276.83	427.30
-271.87	418.80
-275.00	418.97
-271.80	429.57
-270.87	419.47
-270.73	418.45
-271.20	413.18
-270.40	419.68
-279.00	425.15
-266.93	422.35
-257.83	421.39
-272.70	424.43
-271.07	409.95
-277.46	416.84
-273.80	420.57
-267.50	419.06
-256.33	417.18
-274.07	419.59
-271.60	425.21
-270.03	420.32
-282.20	421.93
-272.10	407.33
-274.30	409.57
-274.90	416.82
-278.97	418.86
-271.27	421.82
-276.07	423.77
-269.33	419.91
-269.93	416.65
-268.77	419.71
-260.86	420.82
-278.70	426.94
-264.60	420.17
-269.16	416.06
-279.07	419.90
-274.26	414.90
-266.73	420.16
-277.00	411.44
-268.90	419.58
-284.30	420.15
-265.17	415.16
-266.97	408.45
-280.23	412.68
-270.57	408.54
-272.47	420.18
-275.60	426.58
-269.03	415.49
-275.10	416.00
-274.17	409.15
-270.63	426.86
-261.83	419.00
-268.33	413.86
-272.46	419.32
-273.70	421.00
-275.77	419.59
-279.27	422.00
-286.80	420.79
-274.83	423.07
-270.07	421.07
-268.43	412.41
-275.40	420.97
-275.13	425.72
-275.00	425.06
-271.37	420.94
-277.20	422.30
-285.03	415.46
-272.30	422.27
-276.30	418.21
-258.47	414.66
-277.07	418.24
-279.00	410.23
-279.87	422.47
-280.50	426.37
-275.33	418.62
-273.07	418.18
-291.47	425.18
-272.57	421.12
-269.33	416.13
-273.97	423.86
-274.90	427.23
-281.43	424.98
-277.03	421.02
-278.50	415.02
-274.60	426.67
-275.60	420.97
-275.77	423.53
-282.23	428.99
-283.10	424.10
-273.96	426.95
-271.13	419.85
-279.33	420.64
-281.13	423.28
-279.17	430.41
-283.70	426.26
-273.77	412.63
-280.50	424.18
-274.83	418.24
-281.70	429.21
-281.60	424.67
-282.97	426.80
-280.77	428.24
-286.67	420.81
-283.10	427.73
-278.83	409.93
-278.00	424.13
-277.27	434.20
-279.17	421.25
-271.00	426.51
-276.63	424.21
-287.87	439.27
-281.07	421.41
-280.00	431.37
-281.07	419.81
-283.13	422.28
-269.57	426.75
-281.73	427.42
-284.90	421.70
-284.50	430.07
-270.83	413.64
-285.50	423.52
-271.03	427.50
-282.57	423.82
-278.77	418.69
-281.90	418.16
-267.73	417.23
-277.13	418.96
-274.00	419.32
-278.17	414.59
-283.97	425.88
-278.03	431.44
-281.93	416.92
-274.77	422.44
-280.26	417.17
-276.90	429.98
-277.10	423.16
-272.36	424.11
-266.10	418.93
-275.96	430.13
-275.07	431.89
-279.83	418.88
-269.47	424.57
-270.40	430.04
-273.83	414.40
-277.53	419.65
-274.63	423.55
-290.13	412.71
-275.50	428.04
-269.23	421.84
-281.67	418.90
-278.13	420.41
-267.20	417.00
-275.70	430.22
-279.87	428.93
-276.40	419.98
-278.40	418.70
-286.57	418.91
-283.30	419.82
-282.27	419.57
-272.30	427.56
-288.50	427.25
-282.43	416.35
-285.27	424.75
-286.93	432.71
-280.23	426.86
-276.70	428.49
-285.53	431.46
-278.90	426.81
-278.27	422.83
-281.63	432.70
-266.43	423.48
-276.20	428.66
-288.20	430.75
-282.57	424.34
-278.90	431.73
-283.40	428.62
-274.23	426.48
-279.50	427.58
-278.63	429.09
-279.93	427.97
-282.83	423.19
-286.63	423.85
-274.57	424.59
-276.33	436.98
-275.60	424.88
-286.13	425.48
-276.43	427.00
-278.70	427.36
-286.77	435.74
-281.87	432.38
-283.17	425.68
-276.57	431.28
-280.90	430.91
-286.70	439.23
-279.13	431.11
-282.80	434.06
-288.83	427.19
-271.30	424.25
-279.80	420.51
-283.67	425.42
-279.03	427.54
-277.53	433.24
-274.77	421.82
-272.87	432.25
-285.77	440.83
-281.67	423.57
-273.43	430.96
-274.53	433.89
-284.43	428.70
-279.30	426.47
-280.33	419.27
-278.53	433.85
-276.50	434.26
-283.03	427.81
-277.23	441.79
-278.40	424.23
-276.20	430.54
-286.70	434.15
-274.96	428.47
-281.23	427.37
-276.83	424.25
-278.87	430.14
-280.60	427.20
-280.13	428.33
-268.77	439.34
-273.97	427.48
-271.83	427.85
-276.13	419.10
-283.77	419.19
-273.77	426.71
-273.90	431.63
-279.87	424.83
-276.43	438.13
-285.67	439.93
-273.13	435.30
-279.33	433.69
-280.23	432.78
-277.13	425.36
-285.30	440.74
-272.63	437.72
-280.23	421.66
-280.00	436.40
-273.30	423.20
-274.30	431.80
-274.13	427.05
-278.47	433.99
-277.03	435.48
-280.77	439.42
-276.96	427.39
-276.60	425.53
-278.70	441.84
-263.87	431.74
-279.47	435.57
-273.17	448.69
-274.17	430.47
-275.53	429.54
-276.60	424.27
-276.36	416.92
-277.60	434.55
-272.60	442.54
-283.13	432.82
-280.90	421.31
-279.90	434.55
-283.60	434.05
-271.00	434.18
-280.37	441.39
-288.43	440.30
-275.63	429.09
-272.53	440.27
-268.17	441.95
-280.90	439.70
-279.97	437.17
